metacyc_id,Name,exposure,coef,stderr,pval,k,tau2,stderr.tau2,pval.tau2,I2,H2,weight_Derosa,weight_Lee,weight_McCulloch,weight_Routy,weight_Spencer,pval.bonf,qval.fdr,fdr,val,baseMean,Significance,Increased_in
PWY-7198,pyrimidine deoxyribonucleotides de novo biosynthesis IV,Responder,-1.7624446399670417e-4,8.813769602544854e-5,0.045538168712840964,5,0,2.6431354650725446e-8,0.6803417320664665,0,1,43.42717509915177,15.021688933630914,2.3715574993707476,24.230392273565325,14.949186194281255,1,0.9983095638786016,0.9983095638786016,-1.9996490939111458,692943.0354431468,P<0.05,Non-responder
NONMEVIPP-PWY,methylerythritol phosphate pathway I,Responder,3.8525131512860493e-4,1.9564925842524452e-4,0.0489425710398415,5,0,1.317803703725374e-7,0.912651187371925,0,1,54.69224612793489,5.540864994959271,0.5639307491959433,25.16878168550572,14.034176442404187,1,0.9983095638786016,0.9983095638786016,1.9690916195105606,6097049.440913902,P<0.05,Responder
ASPASN-PWY,superpathway of L-aspartate and L-asparagine biosynthesis,Responder,-3.7960313180828635e-4,2.0377785807837535e-4,0.062486447183343674,5,6.080936901548633e-8,1.364868312198589e-7,0.43477851842945553,30.47750635860447,1.438383388775016,38.11167267238588,13.354176189237524,0.7963941452119129,30.448605331724465,17.28915166144022,1,0.9983095638786016,0.9983095638786016,-1.8628281570330696,3311780.2566466574,P>0.05,Non-responder
PWY-6147,6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,Responder,-3.069544714704986e-4,1.7317758315177852e-4,0.07631427176144875,5,0,9.782852011224268e-8,0.8085324683951536,0,1,50.85572607312056,3.888769039601664,0.10557142889237234,29.819236690099594,15.330696768285815,1,0.9983095638786016,0.9983095638786016,-1.772483862426199,2668868.8776576216,P>0.05,Non-responder
PWY-5941,glycogen degradation II,Responder,4.4600803464974473e-4,2.558815683764477e-4,0.08132920434457536,5,8.380086169669734e-8,2.1590786763234453e-7,0.38185948737291814,25.582925811553473,1.3437776355835997,44.77258417550796,9.029048108892287,0.2391125425214364,26.039951309099692,19.91930386397863,1,0.9983095638786016,0.9983095638786016,1.7430252498436578,4737078.038363196,P>0.05,Responder
PWY-5130,2-oxobutanoate degradation I,Responder,-9.543765737789939e-5,5.5703202893882615e-5,0.08665287358715183,5,0,1.0025735472548556e-8,0.7921602651372524,0,1,51.55491117461046,4.0685244674077445,0.21377587735172837,33.213474176370646,10.949314304259417,1,0.9983095638786016,0.9983095638786016,-1.7133244125963978,454962.08217784227,P>0.05,Non-responder
METH-ACETATE-PWY,methanogenesis from acetate,Responder,7.498204816720327e-5,4.3780871609827815e-5,0.08677384417083811,5,0,6.4705183769471935e-9,0.9061881037416559,0,1,54.55263415999491,8.341473834206019,0.31044005605035624,29.177647593954266,7.617804355794454,1,0.9983095638786016,0.9983095638786016,1.7126668659189392,347802.4893208209,P>0.05,Responder
GLUCONEO-PWY,gluconeogenesis I,Responder,-2.1310955418098144e-4,1.308753878329542e-4,0.10345293352820402,5,0,5.807237280053678e-8,0.3588592319950381,0,1,50.532459399303264,9.384603095685781,0.6405996664813522,27.02440905155075,12.417928786978855,1,0.9983095638786016,0.9983095638786016,-1.6283394281359358,2359629.711526538,P>0.05,Non-responder
TRNA-CHARGING-PWY,tRNA charging,Responder,3.2934430012726643e-4,2.1349778178548131e-4,0.12292487651382442,5,0,1.593646798154189e-7,0.9559197442517662,0,1,50.80802310898543,10.009621394247578,2.2900937438735847,23.50830575581103,13.383955997082381,1,0.9983095638786016,0.9983095638786016,1.5426122809003495,6859799.242714444,P>0.05,Responder
PWY0-1296,purine ribonucleosides degradation,Responder,4.4498495255356304e-4,2.8945378466860235e-4,0.12421339310012586,5,1.0744267576431997e-7,2.778034432033483e-7,0.35059914862040664,25.605832718361317,1.3441914017455656,43.841265144066696,10.506604506737748,0.45837139990732734,24.88694442665973,20.306814522628496,1,0.9983095638786016,0.9983095638786016,1.537326426956308,4058544.4843795244,P>0.05,Responder
PWY66-429,fatty acid biosynthesis initiation (mitochondria),Responder,2.8428002304051224e-4,1.8715657402197498e-4,0.12877703914713914,5,0,1.1837496185610483e-7,0.981291835806726,0,1,51.216998497249435,6.475418954883653,1.0476712678022047,27.144932789591692,14.114978490473018,1,0.9983095638786016,0.9983095638786016,1.5189422253857539,5767715.615080454,P>0.05,Responder
ARGSYN-PWY,L-arginine biosynthesis I (via L-ornithine),Responder,4.0645388438723877e-4,2.6818359401819804e-4,0.12962540536014605,5,9.079929834637916e-8,2.394170029023081e-7,0.48316351368034427,25.122134914801997,1.3355081623416662,43.25277647488496,13.557130904204403,0.36323404878669,25.578080857292857,17.248777714831093,1,0.9983095638786016,0.9983095638786016,1.5155807195262592,4516822.001640541,P>0.05,Responder
PWY-7953,UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing),Responder,2.819119768792969e-4,1.884809663769989e-4,0.13473047337883912,5,0,1.2334388910480168e-7,0.9065274349635701,0,1,51.65232500640078,6.920268497577014,3.014226226230645,25.542506119577503,12.870674150214064,1,0.9983095638786016,0.9983095638786016,1.4957052815371163,6146762.271872739,P>0.05,Responder
PWY-7357,thiamine phosphate formation from pyrithiamine and oxythiamine (yeast),Responder,1.9836663785518396e-4,1.3672676959385993e-4,0.14682855081266263,5,0,6.575091990901673e-8,0.9396180566576923,0,1,56.17432780420554,6.3355162161645495,0.19577114164240464,22.639669996316258,14.654714841671252,1,0.9983095638786016,0.9983095638786016,1.4508251635317808,3289974.808025816,P>0.05,Responder
DTDPRHAMSYN-PWY,dTDP-&beta;-L-rhamnose biosynthesis,Responder,-8.340399024149164e-4,5.7523115458709e-4,0.14708046734909583,5,5.407736186538823e-7,1.0948095861707097e-6,0.13104950993884884,34.62518908048626,1.52964113537728,39.476977686319906,13.394404370185539,1.0681400360320974,28.356222110213846,17.70425579724861,1,0.9983095638786016,0.9983095638786016,-1.4499212981842116,8119756.334326996,P>0.05,Non-responder
PWY-6282,palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),Responder,-2.1291025805563772e-4,1.5397755697133873e-4,0.16674593507934057,5,0,8.259366657733514e-8,0.9022261121183681,0,1,54.57154544437528,6.5379349202608905,1.0135659213247572,24.513541275652518,13.363412438386558,1,0.9983095638786016,0.9983095638786016,-1.3827356547504432,1525152.7176219737,P>0.05,Non-responder
PWY-5989,stearate biosynthesis II (bacteria and plants),Responder,-2.0072003991187593e-4,1.4548345688052147e-4,0.1676864127993165,5,0,7.421967547969485e-8,0.8757746538611794,0,1,53.15831063412708,7.935353501640267,1.7146821094744742,23.63208478633385,13.559568968424331,1,0.9983095638786016,0.9983095638786016,-1.3796760416321259,1492819.040429304,P>0.05,Non-responder
PWY0-862,(5Z)-dodecenoate biosynthesis I,Responder,-2.1040814310294826e-4,1.528594493366961e-4,0.1686727345081151,5,0,8.161268003420574e-8,0.9518731255962588,0,1,54.86864072637844,6.615667034700154,0.9059596769253134,24.219373198866336,13.39035936312977,1,0.9983095638786016,0.9983095638786016,-1.3764811008804072,1533720.6222906383,P>0.05,Non-responder
FASYN-ELONG-PWY,fatty acid elongation -- saturated,Responder,-2.237350858791586e-4,1.639933206486112e-4,0.17247508714152804,5,0,9.358815278944745e-8,0.928109876507211,0,1,55.14709790229361,6.176954210083368,0.7907274235060392,24.75872264742073,13.12649781669625,1,0.9983095638786016,0.9983095638786016,-1.3642938931552961,1766932.9934615695,P>0.05,Non-responder
LACTOSECAT-PWY,lactose and galactose degradation I,Responder,-1.0187291187549889e-4,7.494668018457709e-5,0.17406046393702865,5,0,1.8935137619927672e-8,0.9666990045003486,0,1,7.4059566795017755,28.50918364066317,0.5970813781745201,52.14145880319149,11.346319498469043,1,0.9983095638786016,0.9983095638786016,-1.3592718399882215,328707.7080217132,P>0.05,Non-responder
PWY-7664,oleate biosynthesis IV (anaerobic),Responder,-2.1588742974521945e-4,1.589678932024226e-4,0.17444565880059604,5,0,8.794370644612925e-8,0.9288151741834377,0,1,54.81047877595605,6.4207891505817125,0.8531745978260773,24.63343781475415,13.28211966088201,1,0.9983095638786016,0.9983095638786016,-1.3580568088067826,1654512.520474921,P>0.05,Non-responder
PANTO-PWY,phosphopantothenate biosynthesis I,Responder,2.0052235060236194e-4,1.4996933856263763e-4,0.18119359240802152,5,1.13121343956614e-9,7.743250072964775e-8,0.42879582401332494,0.7984303905536162,1.0080485661033087,53.03568338878198,6.697792811891931,0.9084344325875049,24.796041342475846,14.562048024262747,1,0.9983095638786016,0.9983095638786016,1.337088984483384,4648466.227558031,P>0.05,Responder
PWY-6470,peptidoglycan biosynthesis V (&beta;-lactam resistance),Responder,1.4259019036961767e-4,1.0774900850226729e-4,0.18571734544341303,5,1.3629578927843096e-8,3.880685164797732e-8,0.14902784608166147,23.146721262861426,1.301180660645985,42.334647085993055,12.232394603189558,1.3251364109009183,25.533073024348184,18.574748875568282,1,0.9983095638786016,0.9983095638786016,1.3233550113513781,621128.0613299003,P>0.05,Responder
ANAEROFRUCAT-PWY,homolactic fermentation,Responder,-1.4602101320829611e-4,1.119524109524284e-4,0.19212679874121105,5,0,4.068496180986012e-8,0.8702141055123879,0,1,46.59928983531266,5.103335895244355,0.4023620969206022,28.6488402140045,19.246171958517877,1,0.9983095638786016,0.9983095638786016,-1.3043132520865885,2661792.453729043,P>0.05,Non-responder
PWY-6823,molybdopterin biosynthesis,Responder,1.7660520190824466e-4,1.38121336735007e-4,0.20102963243639507,5,2.969724533664043e-8,6.312389727789944e-8,0.39093643207381956,32.556808316616184,1.482729353460259,41.91225452798786,13.662111931792401,0.3873311911993746,27.412152381452515,16.62614996756785,1,0.9983095638786016,0.9983095638786016,1.2786236079301125,1323257.616412725,P>0.05,Responder
PWY-6386,UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),Responder,2.567430904265492e-4,2.0213607773878845e-4,0.20403128991431632,5,0,1.4009630299584814e-7,0.9759405403074826,0,1,53.497165549101425,6.95334378435727,0.7204714303551167,26.321727813716695,12.507291422469487,1,0.9983095638786016,0.9983095638786016,1.2701497590070339,6424603.2629965125,P>0.05,Responder
GLYCOGENSYNTH-PWY,glycogen biosynthesis I (from ADP-D-Glucose),Responder,4.6875782175635197e-4,3.753706612869346e-4,0.21174316567597032,5,2.422408741286891e-7,4.6320860125754485e-7,0.23349853018679925,37.026692356682226,1.58797439331601,40.87864053139229,11.290384987236667,0.4590502391298146,26.829513074728585,20.542411167512643,1,0.9983095638786016,0.9983095638786016,1.2487865198341432,5334109.950637317,P>0.05,Responder
P42-PWY,incomplete reductive TCA cycle,Responder,6.635849182307856e-5,5.3785295619038764e-5,0.21728995432312104,5,0,9.600824562971809e-9,0.9446302309876445,0,1,52.6162101153333,4.519204085407137,0.12864047055537597,28.56773965606371,14.168205672640457,1,0.9983095638786016,0.9983095638786016,1.2337664236912584,489967.3872990987,P>0.05,Responder
PWY-6902,chitin degradation II (Vibrio),Responder,-1.817245756082084e-4,1.4764863854497715e-4,0.21840114353234977,5,0,7.263464620134291e-8,0.9105778521689181,0,1,59.705093047443555,5.121572054261734,0.670099419082274,31.191882958036178,3.3113525211762544,1,0.9983095638786016,0.9983095638786016,-1.2307907299317964,1292244.9942952322,P>0.05,Non-responder
SER-GLYSYN-PWY,superpathway of L-serine and glycine biosynthesis I,Responder,-2.3774047497736225e-4,1.973493698225541e-4,0.22833148567459735,5,3.497967499332158e-8,1.2497508625572048e-7,0.5378515888174692,16.985954395847532,1.2046154270910256,44.470020658448746,6.939157400919775,0.7410713567329631,36.955718434794846,10.89403214910367,1,0.9983095638786016,0.9983095638786016,-1.2046680219507448,3998736.6092979806,P>0.05,Non-responder
PWY-7663,gondoate biosynthesis (anaerobic),Responder,-2.492981677503336e-4,2.1028396866407562e-4,0.23580755761960792,5,0,1.5264373630985754e-7,0.9411410475354935,0,1,55.28450602618354,5.874776608030687,0.2150755686453067,25.07879024612844,13.546851551012024,1,0.9983095638786016,0.9983095638786016,-1.1855310194786288,4266854.456799421,P>0.05,Non-responder
VALSYN-PWY,L-valine biosynthesis,Responder,2.563336932054331e-4,2.2327612620813821e-4,0.2509450827028836,5,4.242938660655145e-9,1.7315776225789393e-7,0.31940799780520596,1.2895083790478652,1.0130635392233642,56.05708184425959,5.885300965861493,2.207915268662947,27.44577565077973,8.403926270436235,1,0.9983095638786016,0.9983095638786016,1.1480568816680319,7565374.754871382,P>0.05,Responder
SALVADEHYPOX-PWY,adenosine nucleotides degradation II,Responder,-2.3330660564257127e-4,2.03944976560717e-4,0.2526367481476408,5,8.333611967408828e-8,1.4257289281956885e-7,0.1702383134610066,42.33695963863065,1.7342131003379033,31.12475339346583,11.569969048712023,8.235532839049187,26.4044078477449,22.66533687102806,1,0.9983095638786016,0.9983095638786016,-1.1439683858705534,885107.6642071379,P>0.05,Non-responder
PWY-622,starch biosynthesis,Responder,-7.287808003381423e-4,6.427307028750873e-4,0.2568440318333497,5,2.0138243913733977e-6,1.4604667540053803e-6,7.359934940048162e-19,98.47401348327656,65.5313784912848,20.3200583807105,19.666269130866397,19.397339607971368,20.363783639418628,20.252549241033112,1,0.9983095638786016,0.9983095638786016,-1.1338820396756097,275330.83833480993,P>0.05,Non-responder
1CMET2-PWY,folate transformations III (E. coli),Responder,1.5783280070878498e-4,1.395484730922724e-4,0.25804460259392653,5,0,6.684136236614758e-8,0.6225796885892558,0,1,53.7358115555779,6.620470297895078,0.31863940877477087,25.10509775607963,14.21998098167262,1,0.9983095638786016,0.9983095638786016,1.1310249206698422,5053862.52972303,P>0.05,Responder
PWY-6549,L-glutamine biosynthesis III,Responder,-5.8957116963447016e-5,5.2374728869671e-5,0.26030154063160243,5,0,9.148714835903602e-9,0.9924946054627517,0,1,44.27194941927743,20.573708240278858,0.6835560308362703,23.71357945011944,10.757206859487997,1,0.9983095638786016,0.9983095638786016,-1.1256787048989905,430782.5390173132,P>0.05,Non-responder
PWY-6122,5-aminoimidazole ribonucleotide biosynthesis II,Responder,1.8285947571486852e-4,1.6460805588155875e-4,0.2666208458717186,5,0,9.396944985719256e-8,0.5455817044676768,0,1,55.70154449372132,5.273875229440738,0.8826695205514076,25.475754685731,12.666156070555532,1,0.9983095638786016,0.9983095638786016,1.110878047465929,6118685.54213442,P>0.05,Responder
PWY-6277,superpathway of 5-aminoimidazole ribonucleotide biosynthesis,Responder,1.8285947571486852e-4,1.6460805588155875e-4,0.2666208458717186,5,0,9.396944985719256e-8,0.5455817044676768,0,1,55.70154449372132,5.273875229440738,0.8826695205514076,25.475754685731,12.666156070555532,1,0.9983095638786016,0.9983095638786016,1.110878047465929,6118685.54213442,P>0.05,Responder
PWY-2942,L-lysine biosynthesis III,Responder,1.8958800590079927e-4,1.7071868205175398e-4,0.2667712430096373,5,0,1.0373766051081771e-7,0.709818761862569,0,1,55.148433484865144,5.45781827454936,3.7959607878854884,24.455623240583986,11.142164212116022,1,0.9983095638786016,0.9983095638786016,1.1105287577332923,5043900.920392103,P>0.05,Responder
PWY-6317,D-galactose degradation I (Leloir pathway),Responder,2.1782799040250507e-4,1.9701012210737506e-4,0.268869799923581,5,3.7414604878996405e-8,1.2948458712767291e-7,0.4157500195700789,18.19767289155278,1.2224591100865347,46.50258066468026,9.708288507344065,0.31141110341316436,25.615199364035586,17.862520360526933,1,0.9983095638786016,0.9983095638786016,1.105669028943517,3044606.3272498683,P>0.05,Responder
PWY-8004,Entner-Doudoroff pathway I,Responder,-1.4328287524390277e-4,1.3262436870303094e-4,0.2799791745620547,5,2.6719032409219725e-8,5.677369509835405e-8,0.24983315382646876,32.14022329509312,1.473627012285307,37.27910419097638,8.719142746489549,0.5441510624625477,27.446121072227943,26.011480927843582,1,0.9983095638786016,0.9983095638786016,-1.0803661246051854,1265794.5718791923,P>0.05,Non-responder
PWY-8187,L-arginine degradation XIII (reductive Stickland reaction),Responder,-1.23986634538047e-4,1.1491245093731902e-4,0.28060285756536396,5,0,4.335823488907607e-8,0.6311462993654475,0,1,48.734742363870055,5.469404350498538,0.14376726153337263,27.426984755194724,18.22510126890332,1,0.9983095638786016,0.9983095638786016,-1.0789660609160416,1642911.913060586,P>0.05,Non-responder
PWY-5676,acetyl-CoA fermentation to butanoate II,Responder,-3.297749047359323e-4,3.070961016525142e-4,0.2828902722488998,5,4.515060151102723e-7,3.334095934227068e-7,2.798953321815979e-24,96.44589934116242,28.136513171437958,20.525843101492093,19.284274521552693,20.171066954472632,20.233376878600424,19.785438543882158,1,0.9983095638786016,0.9983095638786016,-1.0738492053835307,451305.79341673246,P>0.05,Non-responder
PWY-5497,purine nucleobases degradation II (anaerobic),Responder,-2.4246195489584409e-4,2.2738940070595387e-4,0.2862947331858082,5,2.3631592678779078e-7,1.8259759687873238e-7,4.1446218294035567e-14,94.64953533447473,18.68996549857272,21.401554852935732,16.61442627313813,20.616710360597764,20.916665068755442,20.45064344457293,1,0.9983095638786016,0.9983095638786016,-1.0662852100541886,523779.4186374431,P>0.05,Non-responder
ARO-PWY,chorismate biosynthesis I,Responder,2.6160271471735067e-4,2.467000804656078e-4,0.28895906886905237,5,1.1293416328424678e-7,2.0036578843941974e-7,0.41143541990187227,40.86156637419319,1.690947728388295,40.11383464785517,11.438659556122044,0.7764846787147004,27.22877084666652,20.44225027064157,1,0.9983095638786016,0.9983095638786016,1.060407901868603,5655945.242454589,P>0.05,Responder
P164-PWY,purine nucleobases degradation I (anaerobic),Responder,-7.373795515920377e-5,7.118118290042366e-5,0.3002398321755215,5,0,1.6791478552802168e-8,0.9510407779146672,0,1,46.94101314899905,7.663807648919412,0.334051014710341,25.202643085580277,19.858485101790922,1,0.9983095638786016,0.9983095638786016,-1.0359192156494057,554403.8072454357,P>0.05,Non-responder
OANTIGEN-PWY,O-antigen building blocks biosynthesis (E. coli),Responder,1.5916055891180902e-4,1.556273066013207e-4,0.3064481540492106,5,0,8.361481334866852e-8,0.5819631915910275,0,1,52.251255450533705,8.696326143004333,0.3029056435488264,22.884437743890444,15.865075019022685,1,0.9983095638786016,0.9983095638786016,1.022703292806703,2902245.5962707493,P>0.05,Responder
PWY-6731,starch degradation III,Responder,1.2157402397855338e-4,1.1994951953049501e-4,0.31080075615011127,5,1.3624081361598682e-8,4.663677729032932e-8,0.44530959663549713,18.26554128250461,1.2234741817479589,42.515555547845885,5.4929891863664295,1.475044283445996,28.098212031102094,22.418198951239585,1,0.9983095638786016,0.9983095638786016,1.0135432343073736,1611711.8385381126,P>0.05,Responder
PWY-1269,CMP-3-deoxy-D-manno-octulosonate biosynthesis,Responder,-1.1847059743873495e-4,1.2022983784355188e-4,0.32444349493028946,5,0,4.887119383656698e-8,0.9679088496825883,0,1,54.61438663229332,3.237654693692419,0.10856819383857533,21.001373426588902,21.038017053586785,1,0.9983095638786016,0.9983095638786016,-0.9853676887836601,1609204.297857225,P>0.05,Non-responder
HISTSYN-PWY,L-histidine biosynthesis,Responder,1.8134288013202585e-4,1.8614577048183252e-4,0.32995812333572955,5,1.293697929053534e-8,1.1886728565524378e-7,0.6024347794167432,6.209772476408337,1.0662091631545125,52.29114453014261,6.465666283668497,1.164207733038742,24.817524849962087,15.261456603188064,1,0.9983095638786016,0.9983095638786016,0.9741982300356622,5081203.53190843,P>0.05,Responder
PEPTIDOGLYCANSYN-PWY,peptidoglycan biosynthesis I (meso-diaminopimelate containing),Responder,1.9378198895520624e-4,1.9968992893893792e-4,0.3318399578505269,5,0,1.375609464577171e-7,0.9972088270927922,0,1,53.203676877794294,7.293373914622905,1.1154993991098123,25.72327741209619,12.664172396376797,1,0.9983095638786016,0.9983095638786016,0.9704144319389375,6366485.043615198,P>0.05,Responder
PWY-7220,adenosine deoxyribonucleotides de novo biosynthesis II,Responder,-1.8212669871783406e-4,1.8891767304406824e-4,0.3350192239574805,5,0,1.2849146810298945e-7,0.7716329951289732,0,1,57.9723855969756,8.22224863924728,0.22237941968901329,22.605372368905943,10.97761397518216,1,0.9983095638786016,0.9983095638786016,-0.964053260783865,2565078.7173981024,P>0.05,Non-responder
PWY-7222,guanosine deoxyribonucleotides de novo biosynthesis II,Responder,-1.8212669871783406e-4,1.8891767304406824e-4,0.3350192239574805,5,0,1.2849146810298945e-7,0.7716329951289732,0,1,57.9723855969756,8.22224863924728,0.22237941968901329,22.605372368905943,10.97761397518216,1,0.9983095638786016,0.9983095638786016,-0.964053260783865,2565078.7173981024,P>0.05,Non-responder
PWY-6906,chitin derivatives degradation,Responder,-9.518745670851269e-5,1.0204152760425515e-4,0.3509074529546372,5,0,3.5268329118996844e-8,0.5782066266265792,0,1,51.25789589782419,7.717536999076254,0.29568239935091045,25.982296736578608,14.74658796717003,1,0.9983095638786016,0.9983095638786016,-0.9328305734276695,703211.6233585862,P>0.05,Non-responder
HISDEG-PWY,L-histidine degradation I,Responder,-1.696854048504334e-4,1.8281377426130152e-4,0.35331047406545535,5,0,1.1856403441326157e-7,0.9547732190491804,0,1,59.10451861554981,3.113077950506311,0.12702768739754816,18.699212521793367,18.95616322475297,1,0.9983095638786016,0.9983095638786016,-0.9281871977977803,2579121.893764672,P>0.05,Non-responder
PWY-7791,UMP biosynthesis III,Responder,2.1328563413402403e-4,2.3100387644327776e-4,0.3558514404114124,5,0,1.8471798455999801e-7,0.7358431424085851,0,1,54.25968600823262,6.058023313316054,1.9478031649015304,26.612444297687983,11.122043215861819,1,0.9983095638786016,0.9983095638786016,0.9232989394721072,7073803.715514362,P>0.05,Responder
PWY-7356,thiamine diphosphate salvage IV (yeast),Responder,-7.128333690588165e-5,7.853047828607522e-5,0.3640285220098034,5,8.2901795490657e-9,2.048959819784478e-8,0.37765580919131886,27.24230709522584,1.3744251089830568,38.84824907488696,16.246676886045236,1.0319826157548018,25.775554171608245,18.09753725170475,1,0.9983095638786016,0.9983095638786016,-0.9077155578526687,509147.0595273473,P>0.05,Non-responder
PWY-5121,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),Responder,1.667966415171502e-4,1.8556563765205277e-4,0.36872978419968283,5,4.0285593913770984e-8,1.1113021508324265e-7,0.3257376712919773,23.450007100916686,1.3063358494602486,41.10140101390383,7.275190776442497,0.42416269681423624,29.53679204139585,21.662453471443587,1,0.9983095638786016,0.9983095638786016,0.8988552170952274,1806985.0141475485,P>0.05,Responder
PWY-6125,superpathway of guanosine nucleotides de novo biosynthesis II,Responder,-1.741695824363768e-4,1.9382140936604093e-4,0.3688611842354984,5,0,1.327087945987587e-7,0.867734691261786,0,1,57.45902560941034,6.8202897916212075,0.22022363363637648,24.423606390509338,11.076854574822734,1,0.9983095638786016,0.9983095638786016,-0.8986085851199713,3254520.973886096,P>0.05,Non-responder
PWY-6270,isoprene biosynthesis I,Responder,1.2982398965644392e-4,1.4513065681820734e-4,0.3710374159826741,5,0,7.37446940391602e-8,0.7742700581738897,0,1,55.185445013697255,7.009377968601359,0.6722639101793422,24.054748466480945,13.078164641041093,1,0.9983095638786016,0.9983095638786016,0.894531813626829,3160531.0616593277,P>0.05,Responder
PWY-5030,L-histidine degradation III,Responder,-1.3661122127154712e-4,1.536727824752016e-4,0.374016657513968,5,0,7.44653502168987e-8,0.7178642468312292,0,1,46.17741395274733,2.261960321241215,0.08971737833166929,28.376684421869825,23.094223925809967,1,0.9983095638786016,0.9983095638786016,-0.8889747362620462,1896940.578800858,P>0.05,Non-responder
PWY-5973,cis-vaccenate biosynthesis,Responder,-1.811234256633172e-4,2.0733572290327026e-4,0.3823494264521782,5,0,1.5024567018199538e-7,0.9266046206382206,0,1,58.45080870209607,4.169693544862357,0.1654692840422151,25.144596630533144,12.069431838466214,1,0.9983095638786016,0.9983095638786016,-0.8735755861416025,4509933.347740763,P>0.05,Non-responder
